borrower_id,cluster_id,annual_revenue,dti_ratio,dscr,dpd_last_6m,repayment_consistency,default
588,2,35.73,0.33,1.38,8,0.44,0
589,1,63.29,0.35,1.53,6,0.87,0
590,0,110.79,0.62,1.51,7,0.91,1
591,2,32.09,0.4,1.03,5,0.74,0
592,2,80.26,0.71,1.69,6,0.7,1
593,0,22.95,0.43,2.92,0,0.97,0
594,3,36.82,0.69,0.3,8,0.68,0
595,2,89.38,0.42,1.15,0,0.74,0
596,1,78.71,0.27,0.82,0,0.51,0
597,3,37.65,0.15,0.89,11,0.8,1
598,0,31.83,0.55,0.97,0,0.78,0
599,3,64.06,0.17,0.56,15,0.77,0
600,1,30.38,0.67,0.97,7,0.99,1
601,2,35.6,0.25,1.5,1,0.82,0
602,3,37.96,0.54,1.72,9,0.87,0
603,1,44.65,0.77,0.54,2,1,0
604,0,32.5,0.62,2.25,3,0.86,0
605,1,5,0.37,0.35,0,0.86,1
606,0,96.56,0.94,0.44,6,0.49,0
607,1,74.63,0.74,1.59,0,0.55,0
608,3,47.38,0.64,2.28,15,0.75,0
609,2,27.84,0.45,1.85,0,0.73,1
610,0,86.09,0.34,1.04,0,0.58,1
611,2,64.03,0.93,1.98,0,0.7,0
612,0,30.54,0.44,1.29,6,0.53,0
613,0,65.22,0.33,0.66,6,0.78,0
614,1,52.42,0.41,0.43,1,0.98,1
615,0,54.03,0.23,2.17,7,0.83,1
616,2,75.86,0.31,0.77,3,0.65,0
617,2,65.03,0.52,0.84,0,0.94,0
618,1,75.62,0.5,1.3,0,0.96,0
619,0,104.99,0.53,0.69,1,0.75,0
620,0,67.51,0.22,2.04,1,0.4,0
621,2,120.54,0.55,1.17,6,0.7,0
622,0,85.83,0.36,1.47,0,0.74,1
623,3,42.63,0.54,1.24,13,0.27,0
624,0,5,0.74,1.91,10,0.47,0
625,3,86.13,0.71,0.93,8,0.68,0
626,1,11.24,0.61,1.7,8,0.88,0
627,0,54.66,0.46,1.86,0,0.62,1
628,1,71.67,0.46,1.31,6,0.58,0
629,0,17.81,0.34,1.78,0,0.9,0
630,2,31.11,0.6,1.36,4,0.57,0
631,3,18.08,0.26,1.97,13,0.61,0
632,0,111.94,0.13,0.54,0,0.34,1
633,3,72.03,0.37,0.87,13,0.55,0
634,0,28.29,0.12,1.32,2,0.62,0
635,1,5,0.29,0.3,0,0.69,1
636,2,23.85,0.55,1.24,9,0.68,0
637,0,31.15,0.05,1.23,9,0.95,0
638,0,33.35,0.47,0.74,3,0.67,1
639,0,73.76,0.56,0.91,0,0.62,0
640,3,7.68,0.64,0.96,12,0.86,0
641,1,82.62,0.3,1.6,1,0.56,1
642,2,5,0.15,1.67,9,0.51,0
643,2,47.75,0.06,0.85,0,0.85,0
644,3,29.12,0.55,2.11,21,0.88,0
645,3,79.84,0.34,1.71,12,0.59,0
646,3,93.21,0.33,0.76,12,0.88,1
647,0,74.26,0.44,1.88,0,0.62,0
648,0,63.28,0.69,0.98,0,0.67,0
649,3,41.94,0.05,1.84,19,0.32,0
650,3,90.24,0.33,1.38,26,0.97,0
651,2,19.98,0.61,1.33,0,0.98,0
652,0,63.41,0.56,1.86,2,0.78,0
653,2,82.54,0.42,1.46,0,0.93,0
654,3,77.48,0.81,1.58,11,0.97,0
655,1,65.86,0.49,1,6,0.87,0
656,3,65.05,0.17,1.5,15,0.83,0
657,1,76.77,0.33,1.02,5,0.63,1
658,3,46.01,0.77,1.13,11,0.72,0
659,2,92.8,0.48,1.26,2,0.84,0
660,3,111.71,0.59,1.34,13,0.52,1
661,3,5,0.76,1.23,18,0.49,0
662,3,38.18,0.94,1.16,11,0.67,1
663,0,16.53,0.2,1.61,10,0.9,0
664,2,30.42,0.43,1.38,12,0.45,1
665,1,53.72,0.48,1.61,10,0.75,1
666,1,64.13,0.49,2.39,1,0.68,0
667,0,45.05,0.62,2.01,0,0.81,1
668,0,69.07,0.67,1.13,0,0.4,0
669,0,27.9,0.48,1.11,4,0.66,0
670,0,37.86,0.45,1.39,1,0.59,1
671,2,69.38,0.12,2.08,6,1,0
672,2,40.08,0.37,1.8,6,0.87,0
673,1,11.33,0.7,1.99,4,0.79,0
674,2,116.95,0.26,0.93,6,0.74,0
675,1,78.15,0.66,1.52,1,0.59,0
676,1,54.89,0.2,2.5,0,0.87,0
677,0,76.77,0.56,1.12,2,0.65,0
678,0,62.52,0.51,1.1,9,0.73,0
679,3,5,0.29,1,15,0.67,1
680,3,54.6,0.05,2.09,21,0.96,0
681,1,28.3,0.47,0.64,11,0.81,1
682,0,53.39,0.44,1.19,0,0.9,0
683,2,62.13,0.6,1.66,3,1,1
684,3,78.56,0.5,1.22,11,0.77,0
685,3,20.43,0.23,1.37,12,0.87,1
686,2,21.53,0.21,1.61,0,0.41,0
687,0,35.77,0.88,1.61,7,0.67,1
688,1,93.93,0.45,1.62,0,0.51,0
689,3,39.1,0.4,1.69,13,0.85,0
690,2,66.05,0.39,1.63,8,0.73,1
691,2,48.32,0.52,2.09,0,0.74,0
692,3,38.14,0.51,0.92,11,1,1
693,3,54.03,0.17,1.47,12,0.62,1
694,1,73.76,0.2,0.7,1,0.63,1
695,3,70.21,0.76,0.85,15,0.89,0
696,0,13.74,0.52,1.6,2,0.92,1
697,1,60.05,0.31,1.33,6,0.43,0
698,0,98.92,0.16,1.43,3,0.49,0
699,1,59.15,0.3,2.01,4,0.96,0
700,3,83.93,0.17,1.75,11,0.95,0
701,2,102.21,0.3,1.08,0,0.4,0
702,3,54.92,0.54,1.24,12,0.77,1
703,3,48.14,0.66,1.74,18,0.38,0
704,2,62.89,0.41,0.45,0,0.78,0
705,2,88.62,0.29,0.96,0,0.68,1
706,1,45.23,0.34,1.46,9,0.74,1
707,1,15.6,0.28,1.56,0,0.84,0
708,1,60.79,0.05,1.63,5,0.74,1
709,3,77.85,0.34,1.83,19,0.46,1
710,3,61.99,0.48,2.1,13,0.79,1
711,3,63.17,0.54,1.49,12,0.6,1
712,0,48.84,0.84,0.97,3,0.43,0
713,2,42.95,0.46,1.36,0,1,0
714,3,88.12,0.59,1.04,11,0.65,0
715,3,5,0.36,1.19,24,0.84,0
716,2,52.75,0.43,1.49,7,0.68,0
717,0,20.53,0.53,2.38,0,1,0
718,0,49.02,0.52,1.46,1,0.98,0
719,2,57.92,0.79,0.72,0,0.86,0
720,1,65.18,0.53,0.87,16,0.75,1
721,3,54.25,0.9,2.29,16,0.76,0
722,0,91.72,0.37,2.23,3,0.88,0
723,0,53.17,0.05,0.72,0,0.93,0
724,1,18.16,0.81,2.31,0,0.45,1
725,0,81.04,0.36,1.85,0,1,1
726,3,60.1,0.54,0.32,14,0.59,1
727,0,21.21,0.81,1.56,1,0.72,1
728,3,71.93,0.29,0.81,14,0.82,0
729,0,33.25,0.46,0.81,0,0.78,1
730,1,78.06,0.5,1.4,0,0.57,0
731,1,12.15,0.55,1.07,8,0.72,1
732,2,46.25,1.05,1.14,0,0.89,0
733,1,62.91,0.48,2.31,7,0.46,1
734,0,18,0.36,1.22,0,0.81,0
735,0,65.7,0.68,1.1,6,0.72,0
736,0,80.98,0.19,1.18,0,1,1
737,0,43.89,0.87,2.34,5,0.75,0
738,0,61.79,0.46,1.77,10,0.99,0
739,1,26.14,0.31,1.46,10,0.85,0
740,2,135.84,0.42,1.67,0,0.58,0
741,1,50.19,0.05,0.88,0,0.46,0
742,0,59.94,0.09,2.69,0,0.49,0
743,1,41.96,0.38,1.29,0,0.86,1
744,0,30.18,0.58,2.32,12,0.5,0
745,2,78.93,0.16,1.69,0,0.85,0
746,1,5,0.35,1.42,0,0.84,1
747,3,5,0.57,1.51,11,1,1
748,1,59.61,0.57,1.4,6,0.86,0
749,3,38.97,0.33,1.8,23,0.73,1
750,0,75.36,0.59,1.47,0,0.6,0
751,1,34.46,0.41,1.12,0,0.57,0
752,0,5,0.47,1.56,1,0.78,1
753,0,48.01,0.37,1.65,0,0.68,0
754,2,41.96,0.58,1.46,5,0.53,1
755,1,17.53,0.47,0.81,0,0.74,0
756,0,73.59,0.34,0.71,7,0.81,0
757,0,60.71,0.51,1.42,2,0.92,0
758,1,20.42,0.71,0.89,13,0.41,1
759,2,5,0.05,1.9,11,0.56,1
760,1,60.65,0.5,1.03,3,0.51,0
761,1,21.31,0.23,1.73,1,0.87,0
762,1,21.22,0.19,0.99,4,0.87,1
763,0,46.73,0.06,1.72,0,0.87,0
764,0,51.42,0.51,1.33,1,1,1
765,0,65.09,0.54,1.88,6,0.64,1
766,2,81.71,0.68,1.49,9,0.95,0
767,3,36.09,0.37,1.27,16,0.85,0
768,3,67.63,0.78,1.56,16,0.38,1
769,3,44.77,0.48,0.79,14,0.76,0
770,2,85.31,0.27,2.13,0,0.92,0
771,3,24.55,0.48,1.16,10,0.68,0
772,2,65.73,0.11,1.35,7,0.74,0
773,3,25.19,0.5,1.13,12,0.7,0
774,3,22.79,0.38,1.77,11,1,0
775,0,36.31,0.78,1.64,0,0.85,0
776,0,5,0.25,2.12,8,0.97,1
777,0,79.6,0.05,0.94,3,1,0
778,3,23.81,0.3,1.15,14,0.86,1
779,0,36.18,0.38,1.15,0,0.66,0
780,1,20.98,0.05,1.88,4,0.83,0
781,1,78.5,0.18,1.59,10,0.77,0
782,1,58.01,0.56,0.76,8,0.73,0
783,0,66.53,0.43,1.99,0,0.62,0
784,0,55.09,0.82,1.17,9,0.7,0
785,3,55.05,0.34,1.17,10,0.35,0
786,2,59.97,0.92,1.56,0,0.91,1
787,0,78.48,0.35,1.75,5,0.51,1
788,1,15.58,0.26,1.67,5,0.79,1
789,2,32.88,0.25,1.05,0,0.89,1
790,1,18.46,0.11,1.47,2,0.98,0
791,1,68,0.68,2.15,0,0.74,0
792,3,63.24,0.21,1.36,12,1,0
793,0,71.54,0.78,1.8,4,1,0
794,1,5,0.59,0.77,7,0.71,0
795,0,37.02,0.53,1.81,0,1,0
796,2,5,0.53,1.19,0,0.61,0
797,0,108.54,0.51,1.18,7,0.75,1
798,1,53.81,0.26,1.33,7,0.65,0
799,0,25.48,0.55,1.12,0,1,0
800,2,46.33,0.3,1.45,0,0.76,0
801,2,49.46,0.51,1.4,7,0.71,0
802,3,109.31,0.48,0.65,13,1,0
803,0,44.23,0.42,1.08,0,0.71,0
804,0,55.57,0.45,1.92,1,0.82,0
805,3,32.21,0.43,1.09,15,0.86,0
806,0,113.28,0.49,1.23,0,0.56,0
807,0,97.17,0.58,1.86,6,0.77,0
808,1,5,0.06,2.62,0,0.54,1
809,1,75.61,0.38,0.5,0,0.83,1
810,0,63.44,0.28,1.23,3,0.63,0
811,3,26.72,0.69,1.84,11,0.83,0
812,0,20.2,0.57,1.7,0,0.88,0
813,0,5,0.23,0.99,7,0.8,0
814,3,69.28,0.93,1.5,18,0.71,0
815,2,9.22,0.21,1.06,1,0.79,0
816,3,59.3,0.31,0.98,9,1,1
817,1,17.35,0.43,0.68,3,0.92,1
818,1,14.14,0.1,0.75,7,0.8,1
819,0,51.51,0.52,1.45,11,0.92,1
820,2,87.52,0.42,1.46,0,0.58,0
821,0,26.97,0.48,0.79,6,0.91,1
822,2,48.22,0.21,1.1,0,0.77,0
823,3,53.09,0.52,1.45,17,0.81,0
824,3,47.64,0.48,1.72,11,0.79,0
825,2,59.29,0.3,2.28,7,0.53,0
826,2,50.49,0.24,1.9,0,1,0
827,0,5,0.38,2.13,5,0.52,0
828,2,89.14,0.29,2.1,1,0.56,1
829,3,61.85,0.39,0.7,12,0.88,0
830,2,43.6,0.68,1.77,6,0.78,0
831,2,20.02,0.45,0.71,5,0.6,0
832,2,39.05,0.46,1.78,5,0.84,1
833,3,76.22,0.31,1.34,14,0.48,0
834,2,10.07,0.76,1.81,3,0.81,1
835,2,24.82,0.32,1.38,7,0.61,0
836,0,47.44,0.34,1.83,9,0.78,0
837,3,5,0.54,1.48,17,0.58,1
838,0,20.88,0.24,1.86,2,0.64,1
839,1,41.72,0.49,0.8,9,0.84,1
840,3,5,0.32,1.08,10,0.72,0
841,3,42.78,0.81,0.84,18,0.99,0
842,1,10.56,0.27,1.18,6,0.87,0
843,0,85.49,0.35,1.41,3,0.68,1
844,0,33.37,0.35,1.4,5,0.85,0
845,0,72.15,0.48,0.42,0,1,0
846,0,61.58,0.49,1.5,2,1,0
847,3,26.33,0.25,1.99,13,0.53,0
848,3,60.56,0.4,1.61,12,0.36,1
849,0,101.01,0.49,0.75,6,0.71,1
850,0,51.49,0.64,1.67,0,0.67,0
851,0,39.35,0.31,1.71,0,1,0
852,2,61.42,0.05,0.96,0,0.75,0
853,2,64.53,0.49,1.63,7,0.63,0
854,0,38.91,0.29,1.81,0,0.46,0
855,2,5,0.62,1.26,7,0.58,0
856,0,23.27,0.22,1.08,4,0.63,1
857,3,10.87,0.29,1.97,21,0.72,0
858,3,49.3,0.65,1.9,12,1,0
859,2,85.29,0.06,0.47,4,0.85,0
860,0,64.63,0.3,1.24,6,0.57,0
861,0,35.06,0.54,1.24,2,0.98,1
862,2,57.86,0.05,1.01,0,0.64,1
863,2,49.41,0.13,1.93,0,0.89,0
864,0,65.62,0.4,1.57,0,0.75,0
865,3,67.29,0.34,1.29,14,0.62,1
866,1,89.07,0.24,1.34,12,0.4,1
867,3,45.82,0.34,1.45,14,0.62,0
868,0,5,0.72,1.59,2,0.98,0
869,0,10.25,0.65,1.19,10,0.51,0
870,3,50.52,0.37,1.1,17,1,0
871,2,41.93,0.25,1.63,3,0.65,0
872,0,71.66,0.91,1.36,0,0.81,0
873,2,81.12,0.64,1.31,0,0.47,1
874,3,51.08,0.86,0.91,12,0.57,0
875,0,12.51,0.05,1.49,0,0.92,1
876,2,66.86,0.21,1.39,0,0.8,0
877,0,58.37,0.43,1.33,1,1,0
878,0,69.04,0.47,0.71,1,0.63,0
879,0,28.25,0.53,2.07,4,0.59,0
880,2,139.42,0.36,1.49,12,0.62,1
881,2,5,0.59,1.52,4,0.9,0
882,0,52.8,0.36,2.08,4,0.51,0
883,1,71.44,0.67,1.45,0,1,1
884,3,74.8,0.56,1.44,31,0.2,1
885,2,50.29,0.19,1.64,3,1,0
886,0,68.63,0.36,1.97,11,0.91,1
887,1,77.15,0.41,0.9,2,0.93,0
888,0,53.24,0.22,2.59,0,0.79,0
889,1,56.86,0.27,1.38,6,0.43,0
890,0,69.24,0.36,0.98,0,0.99,0
891,0,50.64,0.75,1.01,6,0.83,0
892,0,90.02,0.57,2.47,0,0.91,1
893,1,79.92,0.51,0.66,0,1,1
894,2,40.81,0.14,1.17,5,0.77,0
895,1,28.45,0.57,0.8,3,1,0
896,1,73.2,0.23,1.13,7,0.76,0
897,0,52.58,0.45,1.5,0,0.77,1
898,0,32.21,0.83,1.21,0,0.61,1
899,1,35.61,0.7,1.48,0,0.57,1
900,0,69.45,0.66,2.35,4,0.88,0
901,1,36.05,0.29,1.5,0,0.69,1
902,0,93.38,0.33,1.05,7,0.91,1
903,0,20.07,0.45,1.15,4,0.72,0
904,0,34.97,0.48,1.71,5,1,1
905,3,22.09,0.5,0.81,20,0.93,0
906,1,13.43,0.2,2.06,9,0.7,1
907,1,26.12,0.63,1.55,0,0.82,0
908,2,34.74,0.56,1.54,0,0.42,1
909,3,37.41,0.54,1.32,9,0.9,1
910,2,5,0.11,1.69,0,0.68,0
911,3,14.2,0.36,1.88,14,0.55,1
912,0,55.4,0.08,1.1,8,0.87,1
913,0,28.93,0.18,2,3,0.63,0
914,3,81.24,0.36,0.4,10,0.84,0
915,3,42.75,0.25,0.95,9,1,0
916,2,67.77,0.28,0.76,0,0.72,0
917,3,38.84,0.38,1.13,10,0.83,0
918,2,77.46,0.51,1.64,4,0.59,1
919,1,5,0.43,2.58,3,0.64,0
920,0,53.2,0.52,1.97,0,0.81,0
921,0,95.91,0.6,1.62,0,0.57,0
922,3,6.29,0.3,1.02,11,1,0
923,0,72.57,0.27,1.72,9,0.62,1
924,2,61.75,0.34,0.92,0,0.4,1
925,1,7.18,0.51,2.21,2,1,0
926,3,60.44,0.67,0.67,17,0.93,0
927,2,60.23,0.08,1.53,0,0.59,1
928,0,47.26,0.52,1.42,1,1,0
929,0,84.24,0.75,1.33,0,0.76,1
930,2,80.09,0.45,1.27,9,0.67,0
931,2,74.45,0.9,2.14,2,0.56,1
932,2,92.05,0.37,1.66,0,0.48,0
933,2,25.65,0.47,1.1,7,0.85,0
934,1,34.31,0.35,1.23,0,0.74,1
935,1,30.23,0.6,1.18,0,0.61,1
936,3,34.67,0.28,1.59,19,0.61,0
937,0,35.24,0.22,0.38,0,0.58,0
938,3,45.93,0.24,0.99,10,0.72,0
939,0,38.44,0.26,1.27,6,0.66,0
940,0,17.37,0.41,0.58,0,0.49,1
941,0,73.81,0.59,1.34,3,1,0
942,3,23.73,0.72,1.21,29,0.43,1
943,2,97.23,0.64,2.54,0,0.53,0
944,3,74.2,0.3,1.81,20,0.94,1
945,2,14.66,0.12,0.42,5,0.68,0
946,0,49.4,0.31,2.43,0,0.72,1
947,1,7.53,0.42,0.99,0,0.42,1
948,1,88.23,0.75,1.48,9,0.93,1
949,3,50.15,0.46,1.46,14,0.59,1
950,0,49,0.24,1.62,0,0.75,0
951,3,56.63,0.9,0.61,11,0.61,1
952,3,44.83,0.55,1.4,11,0.46,0
953,1,30.23,0.26,2.09,4,0.81,1
954,2,47.11,0.46,0.75,0,0.9,0
955,2,87.63,0.17,1.63,2,0.69,0
956,2,33.3,0.72,1.62,0,0.73,0
957,0,91.82,0.65,1.41,6,0.93,0
958,0,35.84,0.86,0.83,8,0.77,0
959,0,55.39,0.5,1.9,4,0.81,0
960,3,108.83,0.3,1.94,12,1,1
961,1,66.94,0.19,0.99,1,0.63,1
962,3,60.62,0.71,1.36,15,0.86,1
963,0,69.61,0.44,2.3,0,0.73,0
964,2,79.96,0.07,1.75,10,0.46,0
965,2,24.9,0.31,1.43,6,0.52,0
966,0,64.95,0.56,1,0,0.68,1
967,2,57.74,0.32,1.49,0,0.8,0
968,0,5,0.17,0.75,0,0.92,0
969,1,57.44,0.55,1.82,11,0.65,0
970,3,20.3,0.79,1.68,14,0.46,0
971,3,53.38,0.52,0.89,11,0.77,1
972,3,79.53,0.44,0.77,10,0.65,1
973,1,21.98,0.94,1.21,4,0.83,0
974,0,46.44,0.29,2.09,5,0.7,1
975,0,37.23,0.41,1.73,5,0.66,0
976,1,84.23,0.37,1.43,0,0.72,0
977,1,33.5,0.26,1.42,0,0.96,0
978,1,56.51,0.3,1.67,1,0.78,0
979,2,68.94,0.42,0.74,6,0.82,0
980,3,72.79,0.07,1.26,14,0.52,0
981,2,20.93,0.53,0.75,0,0.67,1
982,2,42.37,0.64,2,0,0.84,1
983,3,98.04,0.44,1.67,14,0.92,0
984,3,49.53,0.74,0.88,19,0.67,0
985,0,80.91,0.3,0.78,1,0.89,0
986,3,111.74,0.47,1.68,11,0.6,0
987,1,47.97,0.49,0.86,5,0.51,0
988,1,74.94,0.4,1.84,9,0.86,0
989,2,78.61,0.4,1.56,5,0.7,0
990,3,9.24,0.52,1.79,26,0.89,0
991,3,62.06,0.26,1.57,11,0.77,0
992,3,95.1,0.52,1.68,14,0.89,1
993,2,5,0.3,2,0,0.77,0
994,1,46.58,0.54,1.2,6,0.95,0
995,0,53.44,0.2,2.16,0,0.75,0
996,3,47.02,0.35,1.88,14,0.7,0
997,1,43.97,0.64,0.52,10,0.39,0
998,2,16.68,0.25,1.33,8,0.83,0
999,1,61.56,0.27,1.48,0,0.75,0
1000,0,27.63,0.48,1.27,0,0.46,0
1001,1,28.39,0.52,2,0,0.73,0
1002,0,5,0.68,1.35,0,0.72,0
1003,2,7.27,0.31,1.73,3,0.97,0
1004,2,94.34,0.14,1.35,0,0.49,0
1005,0,52.33,0.38,0.9,0,0.88,0
1006,2,72.19,0.6,0.4,8,0.75,1
1007,1,23.38,0.27,0.75,9,0.61,1
1008,1,5,0.31,1.96,8,0.62,0
1009,1,30.29,0.31,1,2,0.84,1
1010,0,5,0.61,1.02,0,0.97,0
1011,0,28.99,0.4,0.78,1,0.46,0
1012,3,84.52,0.45,1.3,12,0.57,1
1013,0,47.04,0.19,1.26,6,1,1
1014,3,93.47,0.66,1.53,11,1,0
1015,3,67.11,0.4,1.69,10,0.73,0
1016,0,81.99,0.19,1.01,3,0.8,0
1017,2,42.7,0.63,0.64,5,0.94,0
1018,2,8.24,0.67,1.25,2,1,0
1019,3,19.53,0.67,1.41,11,0.71,1
1020,2,86.76,0.6,1.77,0,0.91,0
1021,2,55.36,0.17,1.09,0,0.8,0
1022,2,8.76,0.53,1.74,1,0.86,1
1023,2,69.48,0.55,1.74,2,0.55,1
1024,3,5,0.47,0.78,17,0.66,1
1025,3,63.83,0.68,0.3,25,0.6,0
1026,1,42.24,0.3,1.05,4,1,1
1027,3,70.68,0.79,1.09,17,0.64,0
1028,0,42.08,0.35,1.07,0,0.9,0
1029,1,71.76,0.41,2.09,0,0.96,0
1030,2,5,0.34,0.69,0,0.73,0
1031,1,60.03,0.6,1.34,10,0.84,0
1032,1,36.68,0.55,1.16,10,0.63,1
1033,0,61.21,0.72,1.15,0,0.5,1
1034,3,40.77,0.05,2.17,10,0.82,0
1035,2,23.17,0.44,0.97,7,0.43,0
1036,2,46.85,0.55,1.5,6,0.57,0
1037,2,87.13,0.56,0.89,2,0.86,0
1038,1,31.89,0.37,1.63,8,0.97,1
1039,3,56,0.49,2.01,13,0.66,0
1040,0,29.8,0.54,1.44,2,0.89,1
1041,0,5,0.27,1.26,10,0.67,0
1042,1,52.25,0.27,0.79,0,0.63,0
1043,2,166.74,0.6,1.4,1,0.5,0
1044,3,9.89,0.45,1.62,12,0.64,1
1045,0,78.76,0.43,1.09,0,0.5,1
1046,2,5,0.58,1.49,0,0.97,0
1047,3,48.34,0.25,2.31,18,0.76,0
1048,0,8.22,0.14,1.36,6,0.86,0
1049,2,62.98,0.32,1.79,0,0.88,0
1050,1,33.43,0.35,0.5,3,0.55,0
1051,2,32.35,0.22,0.82,5,0.74,0
1052,0,16.02,0.62,1.53,6,0.75,0
1053,2,5,0.35,1.55,4,0.32,0
1054,1,41.17,0.59,2.21,4,0.76,1
1055,0,28.68,0.81,1.14,0,0.35,0
1056,1,37.49,0.54,0.65,0,0.81,1
1057,1,39.74,0.29,1.32,0,0.82,0
1058,0,24.79,0.51,1.61,0,0.61,1
1059,1,53.57,0.8,1.49,0,0.6,1
1060,3,43.45,0.72,1.31,20,0.73,1
1061,1,74.77,0.9,1.47,10,0.83,1
1062,3,121.38,0.37,1.19,26,0.67,0
1063,1,56.84,0.36,1.28,4,0.9,0
1064,3,83.21,0.58,2.57,14,0.44,0
1065,2,53.76,0.23,0.58,0,0.68,0
1066,3,63.96,0.47,1.68,20,0.66,0
1067,1,40.22,0.3,1.34,0,0.61,1
1068,2,46.92,0.24,1.52,0,0.8,0
1069,3,26.15,0.3,1.21,18,0.7,1
1070,2,92.53,0.54,2.29,4,0.9,0
1071,0,79.04,0.33,0.35,0,1,0
1072,3,57.65,0.51,1.6,27,1,0
1073,2,19.24,0.66,0.54,0,0.65,0
1074,2,44.71,0.59,0.82,1,0.61,0
1075,2,79.02,0.69,2.39,6,0.67,1
1076,2,123.38,0.57,2.21,7,0.76,1
1077,1,52.32,0.41,1.31,6,0.57,0
1078,1,86.76,0.81,1.06,0,0.56,1
1079,0,55.2,0.31,1.34,0,0.84,0
1080,1,88.27,0.37,1.8,8,0.74,0
1081,0,5,0.05,1.1,0,0.7,0
1082,2,24.17,0.43,1.3,0,0.81,0
1083,1,59.4,0.05,1.57,3,0.56,1
1084,3,13.5,0.32,2,20,0.93,0
1085,1,62.73,0.48,1.25,4,0.69,0
1086,3,51.18,0.68,0.8,10,0.88,1
1087,3,5,0.32,0.94,18,0.84,0
1088,1,5,0.64,1.85,13,0.97,0
1089,0,59.99,0.14,2.88,0,0.68,0
1090,2,15.59,0.3,0.94,7,1,0
1091,3,36.28,0.44,1.69,26,0.81,1
1092,0,68.93,0.54,2.24,2,0.59,0
1093,0,47.54,0.68,0.76,1,0.86,0
1094,2,37.31,0.39,1.31,3,0.59,0
1095,2,5,0.49,0.94,3,0.67,0
1096,0,94.99,0.48,0.63,5,0.75,1
1097,1,74.16,0.3,1.52,9,0.77,0
1098,1,30.67,0.7,1.72,2,0.51,0
1099,3,22.91,0.66,1.77,16,0.79,0
1100,0,33.14,0.22,2.93,3,1,0
1101,1,20.62,0.56,0.8,5,0.9,1
1102,0,41.1,0.69,1.74,1,0.94,0
1103,0,83.49,0.58,2.26,0,0.65,1
1104,3,80.35,0.23,0.44,11,0.71,1
1105,2,80.25,0.23,1.15,0,0.93,0
1106,2,11.07,0.25,1.33,2,0.52,0
1107,2,18.93,0.46,0.86,0,0.82,0
1108,2,78.87,0.09,1.29,4,0.63,0
1109,1,63.52,0.67,1.41,7,0.7,1
1110,0,36.96,0.48,2.15,0,0.69,0
1111,1,71.35,0.05,1.35,1,0.98,0
1112,2,65.14,0.89,1.57,8,0.72,0
1113,2,5,0.18,0.93,0,1,0
1114,2,5,0.73,0.58,7,0.69,0
1115,2,49.61,0.54,1.77,1,0.89,0
1116,2,5,0.68,1.89,8,0.82,1
1117,0,82.87,0.23,1.78,0,0.74,1
1118,0,65.32,0.52,1.31,0,0.77,0
1119,3,38.96,0.53,2.48,25,0.84,1
1120,1,13.03,0.69,1.76,2,0.61,0
1121,0,21.9,0.22,1.71,0,0.69,0
1122,1,5,0.47,1.87,0,0.6,0
1123,2,91.83,0.62,1.36,8,0.59,0
1124,2,55.82,0.23,0.81,3,0.66,0
1125,2,44.59,0.19,1.12,6,0.66,0
1126,1,105.05,0.19,1.46,3,0.7,1
1127,0,21.56,0.35,1.79,0,0.76,0
1128,3,43.95,0.34,1.05,13,1,0
1129,0,29.14,0.56,1.89,3,0.61,0
1130,3,112.42,0.5,1.93,15,0.88,0
1131,3,41.33,0.45,0.88,24,0.46,1
1132,3,55.55,0.31,1.93,18,0.51,0
1133,3,98.62,0.46,0.79,17,0.79,0
1134,2,82.53,0.57,1.23,3,0.63,0
1135,1,5,0.11,1.11,0,0.8,0
1136,3,40.55,0.33,1.38,16,1,0
1137,3,47.89,0.53,1.38,19,0.7,0
1138,1,54.81,0.5,0.83,5,0.72,1
1139,2,59.45,0.53,2.2,4,0.9,0
1140,1,22.82,0.32,1.2,3,0.68,0
1141,1,95.84,0.47,0.3,3,0.88,1
1142,0,63.37,0.46,1.79,3,0.74,0
1143,0,69.51,0.54,1.19,11,0.79,0
1144,2,91.18,0.47,1.04,8,0.84,0
1145,2,58.3,0.38,1.15,7,0.96,1
1146,0,43.73,0.31,1.45,0,0.85,0
1147,1,39.11,0.29,0.96,0,0.92,0
1148,2,43.25,0.13,1.19,3,0.76,0
1149,2,45.16,0.39,1.33,0,0.8,0
1150,1,5,0.12,1.02,8,0.58,0
1151,0,31.37,0.39,1.73,6,0.93,0
1152,2,17.2,0.05,0.52,0,0.73,0
1153,0,5,0.65,1.36,8,0.99,0
1154,0,54.71,0.62,1.15,0,0.87,0
1155,2,63.3,0.48,1.64,10,0.47,1
1156,3,24.16,0.05,1.31,16,0.83,0
1157,3,41.6,0.42,1.89,16,0.62,0
1158,2,66.97,0.49,1.84,4,0.43,0
1159,2,40.95,0.25,1.53,1,0.84,0
1160,2,45.91,0.05,0.79,0,0.53,0
1161,1,42.66,0.83,1.45,0,0.85,1
1162,3,68.05,0.43,0.62,16,0.95,1
1163,2,49.5,0.52,1.26,0,0.72,1
1164,2,40.24,0.45,2.05,3,0.92,0
1165,3,35.76,0.67,1.03,17,0.97,0
1166,3,24.87,0.51,0.88,20,0.97,0
1167,0,67.91,0.56,2.09,0,0.71,0
1168,3,66.98,0.45,1.38,11,0.72,0
1169,1,49.82,0.38,1.62,4,0.87,1
1170,1,78.14,0.37,1.46,0,1,0
