borrower_id,age,business_type,years_in_operation,region,annual_revenue,ebitda_margin,cashflow_stability,bank_balance_avg,dti_ratio,dscr,loan_amount,tenure_months,interest_rate,past_delinquencies,dpd_last_6m,repayment_consistency,monthly_inflow,monthly_outflow,default
213,44,Healthcare,9,Central,72.06,8.4,0.9,0.1,0.75,1.48,10.5,24,16.52,0,12,0.37,5.19,6.97,1
214,41,Services,6,South,5.0,9.49,0.85,0.1,0.51,1.0,5.2,48,17.61,0,1,0.62,12.71,4.81,0
215,31,Construction,0,South,38.32,15.14,0.95,3.04,0.38,1.34,2.0,36,15.26,0,6,0.71,5.86,3.98,1
216,42,Healthcare,1,South,43.16,6.78,0.89,9.76,0.28,1.46,2.0,36,20.93,0,0,0.97,9.41,8.33,0
217,27,Services,0,North,65.33,15.33,0.81,2.49,0.47,1.51,2.79,24,14.16,1,7,0.72,8.5,9.97,1
218,32,Healthcare,0,South,56.83,6.45,0.72,1.8,0.43,1.69,16.68,24,10.7,0,0,0.7,1.0,12.61,0
219,30,Services,3,North,48.03,19.24,0.52,0.13,0.3,1.18,7.02,36,16.41,1,0,0.74,7.67,11.65,0
220,35,Healthcare,7,West,84.94,8.09,0.9,4.43,0.67,1.07,13.34,36,17.13,0,11,0.88,4.83,6.6,1
221,58,Construction,3,North,84.51,25.77,0.6,1.16,0.43,1.41,12.02,48,19.14,0,3,0.81,8.62,5.17,0
222,21,Construction,4,West,6.55,16.88,0.67,0.49,0.37,1.44,7.75,24,15.43,1,12,0.76,9.86,6.37,1
223,41,Retail,4,Central,36.54,10.85,0.64,5.42,0.32,1.71,2.0,24,19.14,0,16,0.38,7.27,4.54,0
224,21,Trading,7,South,50.95,6.29,0.62,1.72,0.31,1.39,5.85,36,14.28,0,2,0.68,15.67,9.52,0
225,30,Manufacturing,7,East,52.54,15.12,0.87,3.26,0.67,1.36,8.45,36,10.0,0,1,0.9,3.55,6.46,0
226,45,Construction,5,South,66.52,18.09,0.84,4.29,0.65,1.22,7.23,12,16.31,0,12,0.83,9.27,6.01,1
227,35,Construction,8,South,61.19,15.73,0.78,0.1,0.63,1.7,4.65,24,19.62,0,7,0.6,3.18,1.0,0
228,24,Services,3,West,67.87,8.53,0.7,1.37,0.56,2.01,3.63,36,17.5,1,0,1.0,8.93,17.4,0
229,27,Trading,10,North,71.39,20.56,0.44,6.77,0.56,1.45,4.23,24,18.33,0,8,0.57,13.63,4.14,0
230,41,Construction,3,South,41.51,13.75,0.69,1.48,0.7,0.86,2.0,36,17.79,0,0,1.0,14.69,14.82,1
231,27,Healthcare,0,South,39.88,8.1,0.9,1.84,0.32,2.01,15.29,36,17.26,1,0,0.49,1.0,9.1,1
232,37,Trading,1,Central,91.85,25.3,0.63,2.21,0.21,1.54,2.0,48,16.29,1,0,0.98,4.97,9.23,1
233,35,Manufacturing,0,South,35.11,15.92,0.62,5.21,0.78,1.86,6.99,12,11.1,0,3,0.6,10.08,1.0,0
234,28,Healthcare,2,East,72.19,14.45,0.83,6.37,0.31,1.63,10.73,12,10.0,0,2,0.83,3.35,10.38,0
235,56,Services,8,West,27.33,9.1,0.7,3.47,0.78,0.87,16.29,60,15.88,1,5,0.45,7.58,7.83,1
236,41,Retail,3,South,60.04,11.79,0.89,3.12,0.5,1.52,11.06,60,11.13,0,8,0.68,11.35,9.25,1
237,21,Healthcare,0,North,62.21,7.12,0.57,2.16,0.36,1.76,7.26,36,13.32,0,0,0.6,11.17,9.49,1
238,36,Manufacturing,0,South,69.47,13.11,0.73,4.69,0.33,2.06,4.44,36,16.84,0,4,0.64,11.5,12.22,0
239,28,Healthcare,4,South,97.71,15.29,0.75,2.07,0.47,1.93,19.6,48,15.84,1,5,0.72,5.1,10.55,0
240,43,Trading,9,South,20.02,1.0,0.69,2.7,0.32,1.15,18.24,36,11.78,0,0,0.64,2.62,19.35,0
241,27,Trading,5,South,54.48,4.26,0.9,6.52,0.46,1.57,9.22,36,18.78,0,9,0.62,14.7,12.72,0
242,33,Manufacturing,7,South,69.87,6.54,0.71,3.35,0.55,1.68,5.49,48,16.88,0,5,0.83,14.61,9.15,0
243,40,Trading,6,South,69.95,2.97,0.8,4.11,0.56,0.42,5.99,24,10.0,1,0,0.5,18.25,9.93,0
244,43,Healthcare,0,West,40.72,7.04,0.69,2.13,0.19,1.32,11.77,12,18.79,0,0,0.74,9.8,6.38,0
245,22,Retail,6,North,61.54,20.84,0.7,2.27,0.6,1.71,5.62,24,14.54,1,9,0.75,12.19,8.73,0
246,31,Healthcare,1,Central,49.43,18.85,0.75,0.1,0.81,1.15,11.67,48,11.54,1,12,0.58,6.74,3.13,1
247,30,Retail,3,South,72.2,8.28,0.56,4.98,0.67,2.04,10.41,48,17.98,1,6,0.67,1.0,5.94,1
248,28,Trading,2,West,47.64,15.32,0.61,2.27,0.36,2.09,12.42,24,16.73,0,0,0.83,1.0,2.4,0
249,52,Healthcare,4,Central,48.08,5.1,0.68,2.53,0.51,1.53,7.14,36,11.81,1,1,0.83,9.03,7.57,0
250,39,Trading,4,South,58.13,23.74,0.71,5.57,0.45,0.71,8.85,60,17.3,0,7,0.54,1.0,3.31,1
251,22,Retail,3,West,35.03,10.82,0.7,5.4,0.29,1.38,4.64,48,16.39,1,19,0.72,1.0,2.91,0
252,44,Trading,4,North,27.22,1.0,0.44,1.8,0.31,1.54,9.74,36,16.86,0,2,0.9,1.0,10.69,0
253,56,Construction,5,Central,10.21,25.4,0.85,2.21,0.42,1.92,5.62,36,15.09,1,3,0.86,10.31,13.35,0
254,45,Services,4,West,45.95,10.2,0.69,0.1,0.31,1.47,10.45,36,10.52,0,5,0.42,7.23,1.0,1
255,21,Healthcare,4,North,27.95,24.2,0.5,4.1,0.59,1.54,14.83,60,15.57,0,9,1.0,9.78,1.53,0
256,30,Construction,10,West,41.11,17.51,0.64,4.15,0.35,1.76,8.89,24,16.38,0,0,0.64,14.31,14.84,1
257,47,Trading,8,West,87.15,13.77,0.94,1.61,0.31,2.0,8.29,12,14.2,0,10,0.89,3.76,1.0,0
258,27,Trading,3,North,42.06,1.0,0.6,3.7,0.46,1.05,8.07,60,16.34,0,7,0.87,2.4,1.0,0
259,39,Services,5,East,87.73,12.65,1.0,4.62,0.73,2.88,18.19,24,13.76,1,5,1.0,4.0,1.0,0
260,42,Trading,5,West,61.56,2.64,0.64,1.05,0.25,1.04,8.48,36,16.27,0,14,0.83,13.2,7.75,1
261,25,Services,5,South,41.55,10.01,0.93,2.6,0.05,1.98,8.72,24,17.03,0,0,0.81,5.27,12.92,0
262,34,Healthcare,4,East,19.4,12.97,0.89,3.44,0.41,1.66,2.97,24,18.48,0,0,0.91,1.44,4.8,0
263,21,Retail,5,North,46.6,19.97,0.72,4.03,0.54,0.55,6.53,24,16.79,0,10,0.57,3.9,1.65,0
264,24,Services,4,West,37.94,8.38,0.51,4.16,0.26,1.3,14.55,24,17.17,0,0,0.89,11.23,9.81,0
265,32,Services,3,North,85.53,24.92,0.57,2.39,0.49,1.57,23.73,48,17.71,0,16,0.73,14.82,8.76,0
266,22,Construction,3,East,109.06,2.78,0.66,1.48,0.41,1.44,6.76,36,14.79,0,3,0.87,1.0,4.79,1
267,51,Trading,0,West,80.94,7.11,0.75,0.1,0.46,1.84,11.1,36,11.37,0,1,0.52,14.7,6.35,1
268,21,Healthcare,7,West,27.78,13.07,0.57,2.42,0.5,0.3,20.78,36,10.0,0,13,0.42,1.0,3.87,1
269,30,Retail,6,Central,51.65,1.0,0.45,4.25,0.52,0.41,15.65,36,17.12,0,8,1.0,6.77,7.15,1
270,36,Manufacturing,11,South,43.2,4.92,0.69,6.7,0.31,1.46,14.98,48,16.79,0,10,0.87,7.71,7.55,0
271,49,Services,1,South,32.32,14.8,0.56,4.82,0.71,1.25,13.61,36,16.42,1,5,1.0,8.27,2.99,0
272,21,Manufacturing,3,West,47.27,17.59,0.59,3.28,0.53,1.19,11.85,36,10.0,0,5,0.57,4.77,3.6,0
273,46,Trading,8,North,46.03,6.15,0.6,2.99,0.55,1.98,3.03,24,16.68,2,9,0.8,1.0,14.39,0
274,35,Services,6,North,105.1,8.83,0.71,1.85,0.91,1.23,8.0,36,14.56,0,7,0.75,8.41,6.41,1
275,25,Manufacturing,9,West,59.87,15.03,0.8,0.55,0.79,1.2,14.72,24,11.22,1,11,0.67,18.39,5.3,0
276,39,Construction,9,West,74.78,1.61,0.92,4.79,0.49,2.51,8.0,24,19.55,0,14,0.72,9.18,2.39,0
277,36,Manufacturing,0,North,81.45,10.91,0.5,5.44,0.42,0.71,11.91,36,12.37,0,0,0.71,3.58,6.97,0
278,28,Construction,5,East,72.66,10.59,0.62,0.64,0.49,1.53,4.69,36,17.63,0,0,0.72,7.27,10.87,1
279,35,Retail,5,West,90.95,22.59,0.79,5.51,0.16,1.72,9.72,24,17.23,0,9,0.62,13.8,1.0,0
280,31,Trading,4,East,38.85,15.21,0.71,3.52,0.65,1.36,2.0,48,16.27,1,0,0.76,1.36,1.24,1
281,36,Healthcare,3,Central,78.79,12.11,0.55,4.67,0.28,1.6,16.07,12,16.85,0,4,0.59,4.19,3.47,0
282,41,Manufacturing,9,South,108.86,16.61,0.85,6.61,0.48,1.04,8.27,48,14.99,0,0,0.79,6.8,20.53,0
283,50,Services,4,West,28.37,13.32,0.7,0.5,0.65,1.06,17.85,24,14.19,2,10,0.6,2.51,11.59,0
284,22,Trading,0,North,39.81,6.41,0.95,0.98,0.49,1.02,10.95,36,19.08,0,0,1.0,1.0,4.19,0
285,56,Manufacturing,3,East,37.55,16.31,0.72,2.59,0.27,0.94,20.62,12,15.4,1,9,0.57,1.0,6.89,0
286,21,Services,11,West,114.67,17.15,0.62,1.31,0.22,1.57,4.36,36,15.75,0,7,0.91,9.4,2.02,0
287,33,Services,1,South,18.1,10.08,0.63,1.63,0.36,0.63,22.14,36,12.83,1,0,0.85,11.51,6.5,1
288,40,Healthcare,8,Central,53.31,13.2,0.48,4.83,0.38,0.68,15.54,36,14.22,0,1,0.75,1.0,13.66,0
289,37,Healthcare,8,West,64.76,23.72,0.91,3.42,0.49,0.44,15.63,48,16.13,0,7,0.76,6.41,2.38,1
290,28,Services,4,Central,33.52,13.25,0.68,3.53,0.34,1.16,22.83,24,13.4,0,15,0.87,3.2,6.68,0
291,32,Healthcare,5,South,20.26,10.77,0.43,3.23,0.34,1.84,14.64,24,11.18,0,9,0.77,3.01,4.93,0
292,30,Services,4,East,25.41,5.97,0.84,1.87,0.05,1.04,11.96,24,17.44,1,10,1.0,4.0,5.44,0
293,29,Manufacturing,3,West,42.49,6.6,0.54,3.51,0.68,1.51,2.0,36,16.18,0,9,0.63,15.55,12.34,1
294,43,Retail,2,West,33.96,12.57,0.78,2.77,0.28,1.33,14.29,36,11.82,0,11,0.66,7.04,2.96,0
295,38,Healthcare,9,East,93.3,8.24,0.63,4.88,0.68,2.35,7.65,24,14.01,0,0,0.52,4.09,13.86,1
296,28,Construction,4,West,34.22,15.59,0.78,4.41,0.7,1.14,11.25,48,12.2,0,0,0.86,9.26,3.29,0
297,43,Construction,2,West,33.92,9.47,0.49,3.97,0.54,2.13,12.18,48,20.68,1,0,0.73,13.55,8.76,0
298,38,Construction,6,South,61.83,29.21,0.74,3.13,0.74,1.56,5.25,36,13.26,0,16,0.87,7.71,1.0,0
299,43,Retail,6,East,58.71,13.39,0.58,2.23,0.42,1.57,15.66,24,19.19,0,0,0.79,8.8,5.1,0
300,41,Services,0,West,5.0,2.52,0.43,0.71,0.28,1.52,10.69,36,10.0,0,14,0.81,11.17,2.11,0
301,26,Services,3,East,23.92,13.14,0.79,8.98,0.23,2.38,14.94,24,15.06,1,9,0.87,16.73,2.77,0
302,29,Trading,0,North,34.84,9.78,0.67,3.01,0.19,2.32,13.22,36,13.21,0,3,0.76,16.24,10.17,0
303,42,Construction,12,North,19.66,16.3,0.61,4.47,0.36,1.43,10.66,12,16.22,0,4,0.87,10.89,1.0,0
304,41,Construction,3,South,78.87,12.03,0.62,4.78,0.37,1.35,19.36,24,14.4,0,0,0.61,10.16,4.75,1
305,34,Services,2,East,5.13,14.49,0.8,3.1,0.54,0.67,5.4,36,10.0,0,8,0.45,1.0,4.81,1
306,36,Construction,3,North,81.53,28.28,0.7,2.79,0.44,1.35,2.0,36,16.03,1,12,0.96,10.46,10.62,0
307,47,Services,2,North,5.0,10.73,0.79,1.9,0.43,2.35,8.93,48,13.8,0,2,0.54,14.27,2.68,0
308,29,Services,4,West,52.43,16.42,0.7,0.1,0.51,2.01,10.05,48,14.31,1,14,0.73,5.85,1.0,0
309,40,Healthcare,8,South,96.92,18.64,0.85,6.71,0.2,1.55,10.54,12,11.3,0,5,1.0,7.52,11.15,0
310,32,Services,5,Central,32.16,13.87,0.49,2.05,0.62,0.62,4.74,12,16.07,2,5,1.0,4.37,10.47,0
311,32,Manufacturing,0,West,50.7,2.33,0.48,0.97,0.19,1.26,7.07,60,10.0,0,10,0.95,15.03,8.1,0
312,45,Manufacturing,1,Central,80.83,16.67,0.78,6.03,0.48,0.82,17.43,36,13.15,1,2,0.74,6.62,11.12,0
313,43,Manufacturing,5,South,79.98,1.0,0.85,2.59,0.16,1.07,4.78,12,10.0,1,0,0.68,2.59,10.4,0
314,43,Manufacturing,2,North,59.07,22.25,0.77,3.34,1.0,1.15,12.24,48,12.65,0,3,0.65,9.93,12.71,0
315,48,Retail,4,North,44.54,4.17,0.87,2.17,0.54,1.69,2.0,48,17.86,0,12,0.78,13.79,11.51,0
316,35,Trading,12,West,44.24,23.77,0.84,0.1,0.54,1.95,7.94,36,14.16,0,5,0.95,1.72,5.49,0
317,41,Trading,1,South,8.3,12.5,0.74,3.11,0.34,1.64,7.41,60,18.21,1,3,0.99,12.65,4.43,1
318,31,Services,0,North,19.26,17.24,0.41,2.98,0.42,1.62,22.18,36,16.21,0,3,1.0,1.95,4.28,0
319,38,Construction,2,Central,51.08,15.07,0.68,2.26,0.42,2.1,13.02,36,11.92,0,3,0.89,7.37,7.4,0
320,33,Manufacturing,0,South,58.2,17.83,0.64,5.14,0.3,1.1,2.0,36,15.17,0,0,0.55,7.13,6.77,0
321,35,Trading,8,West,127.12,1.0,0.78,4.48,1.01,0.95,8.93,36,15.9,1,0,0.75,5.27,8.78,1
322,40,Trading,1,West,73.42,8.14,0.79,5.89,0.17,1.81,15.1,24,10.0,1,0,0.75,8.88,2.52,0
323,26,Manufacturing,2,South,39.53,14.44,0.47,1.07,0.39,1.64,6.29,24,17.88,1,10,0.96,1.0,9.39,1
324,55,Retail,0,West,65.31,12.31,0.51,4.24,0.56,1.5,10.86,24,17.1,0,0,0.8,11.02,8.46,0
325,24,Retail,0,West,5.0,9.59,0.34,7.14,0.41,0.84,13.42,12,15.96,0,0,0.46,9.49,12.45,0
326,22,Trading,4,South,52.53,13.15,0.95,4.33,0.66,2.0,16.14,24,12.57,2,2,0.66,18.25,6.86,1
327,46,Retail,2,North,70.54,10.68,0.78,4.32,0.43,1.74,2.0,12,24.09,0,3,0.8,12.44,5.93,1
328,42,Healthcare,0,East,70.8,25.25,0.63,3.15,0.75,2.25,2.0,60,14.86,0,21,0.41,17.61,8.43,0
329,41,Manufacturing,3,South,48.01,20.06,0.73,4.55,0.15,1.09,14.74,60,11.67,0,10,0.92,3.28,12.37,1
330,41,Trading,6,West,67.09,20.91,0.75,1.29,0.24,1.82,24.01,60,11.94,0,11,0.8,3.72,7.99,0
331,34,Manufacturing,3,West,41.94,22.84,0.81,1.78,0.3,1.28,12.32,60,17.74,0,6,0.9,3.46,3.8,0
332,26,Retail,6,South,61.87,14.95,0.4,1.32,0.79,0.8,5.41,24,15.26,2,10,0.52,1.13,8.82,0
333,35,Manufacturing,10,Central,21.76,6.39,0.57,2.19,0.25,1.01,15.22,48,13.07,0,0,0.37,5.82,3.04,0
334,28,Retail,7,South,16.13,10.32,0.73,2.93,0.81,1.52,5.69,36,15.79,0,0,0.62,4.95,5.7,0
335,44,Retail,5,North,87.91,14.11,0.71,6.1,0.16,1.03,9.18,12,19.68,1,14,0.76,3.5,8.27,1
336,33,Manufacturing,7,West,44.44,12.91,0.79,5.33,0.22,1.14,8.99,48,10.0,0,0,0.62,6.02,13.07,0
337,26,Retail,11,South,63.27,4.04,0.5,0.97,0.47,1.78,13.24,36,17.37,0,8,0.41,2.66,1.0,0
338,31,Healthcare,0,West,26.46,14.14,0.66,1.19,0.48,1.9,2.43,36,18.9,0,4,0.74,8.75,11.69,0
339,39,Services,6,Central,16.21,5.28,0.69,1.87,0.71,1.07,13.58,48,16.55,1,3,0.5,9.88,2.76,0
340,29,Manufacturing,2,South,33.66,23.65,0.79,1.78,0.69,2.51,11.43,24,17.71,0,10,0.86,3.69,17.1,0
341,26,Services,5,North,62.75,16.68,0.74,5.3,0.41,1.87,11.3,36,17.21,0,0,0.81,7.64,8.29,0
342,37,Manufacturing,1,South,5.0,10.86,0.56,6.27,0.39,0.3,6.99,24,20.45,0,0,0.78,11.48,3.53,0
343,37,Retail,7,East,56.22,12.38,0.87,0.59,0.44,1.58,10.04,36,12.94,1,1,0.99,14.22,7.76,1
344,29,Retail,5,South,70.43,22.35,0.62,3.55,0.41,2.01,8.1,36,12.35,1,0,0.62,3.97,3.9,0
345,30,Trading,9,North,23.54,3.03,0.56,2.45,0.62,0.97,6.4,12,16.84,1,0,0.32,3.53,1.0,0
346,37,Healthcare,4,West,57.24,9.12,0.72,0.1,0.35,1.84,9.69,24,10.0,1,2,0.51,22.33,1.0,1
347,21,Trading,4,North,54.91,15.2,0.58,1.63,0.67,2.54,13.11,36,20.27,0,0,0.74,9.93,3.27,0
348,21,Services,4,South,23.99,1.0,0.86,2.75,0.57,1.21,6.77,24,14.21,1,3,0.88,8.24,4.84,0
349,27,Retail,12,Central,45.58,11.16,0.91,0.76,0.5,1.5,8.94,36,13.47,0,0,0.82,16.01,19.34,0
350,32,Trading,6,North,49.58,9.33,0.63,1.99,0.22,0.41,2.0,12,11.86,0,0,0.61,2.73,1.0,0
351,38,Retail,9,North,23.87,26.81,0.56,4.45,0.05,1.61,2.71,36,11.86,1,0,0.74,1.0,2.36,0
352,49,Manufacturing,7,South,39.56,11.19,0.79,3.25,0.37,2.02,7.55,24,12.25,0,4,1.0,14.04,7.47,0
353,43,Trading,7,East,49.3,5.81,0.71,4.76,0.45,2.1,2.0,12,10.8,0,12,0.92,8.14,5.68,0
354,33,Services,0,South,58.61,6.69,0.6,0.79,0.48,0.38,7.18,24,16.47,1,0,0.56,6.06,15.79,1
355,34,Trading,3,South,106.69,1.0,0.65,0.34,0.5,2.07,17.14,60,16.42,0,0,0.72,12.52,5.74,0
356,24,Retail,3,North,20.95,22.12,0.69,4.01,0.51,1.65,18.1,12,11.26,0,10,0.8,16.4,1.0,0
357,34,Construction,5,Central,90.6,12.65,0.46,4.53,0.55,1.72,9.95,60,14.52,0,8,0.72,11.92,14.43,1
358,32,Construction,4,South,23.08,10.95,0.83,0.1,0.36,1.8,21.59,36,16.23,0,1,0.77,7.66,16.52,0
359,38,Healthcare,0,South,49.92,17.64,0.56,1.98,0.24,1.42,10.05,48,14.04,1,0,0.6,5.02,15.62,0
360,26,Retail,5,West,77.58,15.29,0.63,5.55,0.32,1.23,4.0,36,10.95,0,4,0.64,7.57,12.57,0
361,40,Manufacturing,0,North,63.21,12.1,0.71,3.0,0.53,2.34,7.88,12,15.76,0,0,0.73,13.36,1.0,0
362,50,Trading,7,East,5.0,5.99,0.85,0.69,0.39,0.56,14.69,36,16.62,0,4,0.92,3.78,9.9,0
363,33,Construction,5,West,82.57,8.75,0.98,0.1,0.35,2.2,12.06,60,11.84,1,0,0.65,1.0,1.81,1
364,39,Manufacturing,8,South,59.7,12.75,0.66,4.07,0.69,2.12,13.93,48,16.09,2,0,0.61,8.15,7.9,1
365,41,Retail,5,West,33.31,16.01,0.84,3.7,0.56,1.04,9.9,48,17.15,0,9,0.6,16.41,9.77,0
366,30,Manufacturing,3,South,46.07,4.01,0.62,6.6,0.51,0.39,13.95,36,10.0,0,0,0.73,9.66,3.2,1
367,37,Retail,0,North,62.82,11.48,0.78,0.18,0.86,1.39,7.88,24,16.61,0,7,0.66,3.68,8.47,0
368,35,Healthcare,3,West,67.58,19.76,0.62,1.21,0.57,1.46,8.9,48,16.76,0,12,0.7,4.18,9.35,1
369,35,Trading,2,North,66.49,4.56,0.45,4.83,0.75,0.81,4.34,60,10.0,0,13,0.73,5.81,6.55,0
370,27,Manufacturing,6,South,28.55,16.47,0.84,1.64,0.05,0.3,10.93,12,11.5,0,0,0.73,8.25,1.0,1
371,35,Trading,3,South,49.63,4.2,0.59,0.1,0.06,1.13,16.17,24,10.94,0,0,0.69,18.39,11.22,0
372,39,Manufacturing,6,East,24.71,8.81,0.73,2.97,0.38,0.53,2.0,24,13.72,1,8,0.45,1.93,6.11,1
373,49,Retail,9,East,72.99,1.0,0.46,1.26,0.45,1.22,11.0,60,11.85,0,6,0.67,12.46,3.6,1
374,44,Retail,0,North,42.68,13.81,0.5,4.81,0.59,1.28,11.75,24,14.42,0,0,0.7,1.66,4.34,0
375,56,Manufacturing,4,South,63.09,7.38,0.42,1.98,0.41,1.58,6.93,36,16.87,3,4,0.45,12.15,1.4,1
376,27,Healthcare,4,Central,34.58,1.0,0.75,3.95,0.49,1.32,9.46,48,16.72,0,21,0.71,17.82,11.22,1
377,43,Retail,5,West,52.57,12.83,0.55,4.64,0.46,1.94,2.0,24,15.23,1,0,0.52,12.67,4.42,0
378,36,Services,7,North,44.25,18.36,0.91,3.47,0.34,0.74,18.39,24,13.5,0,3,0.87,2.28,9.99,0
379,56,Services,9,West,13.59,14.46,0.47,9.0,0.91,1.59,10.26,24,13.36,0,0,0.97,10.69,12.63,0
380,26,Trading,1,South,82.73,14.16,0.73,3.52,0.62,1.32,14.39,48,10.67,0,15,0.88,2.8,12.36,1
381,26,Services,0,West,70.06,16.71,0.39,6.43,0.43,2.01,8.57,24,13.51,0,13,1.0,18.84,2.31,0
382,29,Services,5,East,11.93,7.69,1.0,1.14,0.4,1.24,4.39,36,16.85,0,8,0.83,5.61,9.67,0
383,21,Healthcare,6,South,25.42,12.66,0.52,3.07,1.19,1.86,2.0,36,15.95,0,2,0.5,3.67,4.85,1
384,29,Healthcare,7,West,32.16,25.19,0.79,5.29,0.3,1.49,15.24,60,16.42,1,9,0.32,1.0,10.21,1
385,27,Construction,2,West,89.51,12.88,0.62,2.83,0.39,1.24,14.47,24,11.24,1,6,0.85,1.0,11.39,0
386,36,Construction,0,Central,76.01,6.99,0.81,3.82,0.54,0.77,13.05,12,11.75,1,3,0.63,12.23,4.29,0
387,38,Healthcare,8,South,56.5,14.1,0.54,5.56,0.18,0.9,13.55,36,14.57,0,0,0.83,7.14,9.54,1
388,53,Construction,6,East,5.0,9.72,0.72,3.65,0.62,1.3,13.13,48,14.79,0,7,0.72,10.18,2.94,1
389,44,Healthcare,3,North,63.7,11.78,0.61,0.1,0.45,1.32,9.43,36,17.64,0,12,0.76,8.68,10.8,1
390,29,Construction,0,North,55.07,16.47,1.0,3.27,0.58,1.65,16.58,36,17.51,1,4,0.99,11.24,4.96,1
391,26,Retail,2,South,39.65,8.77,0.55,4.4,0.37,2.02,15.94,24,18.3,1,0,0.69,7.81,8.2,0
392,39,Healthcare,7,East,89.65,1.0,0.53,3.63,0.68,2.22,20.46,36,20.08,2,10,0.49,10.11,1.0,0
393,21,Trading,6,South,44.0,10.96,0.93,1.96,0.37,1.61,7.87,24,19.44,0,11,0.62,16.45,4.29,0
394,53,Trading,0,East,85.43,14.96,0.81,0.84,0.43,0.65,6.97,36,17.27,0,0,0.88,3.24,17.58,1
395,46,Healthcare,6,North,38.97,22.49,0.58,1.62,0.87,0.97,12.84,12,13.87,0,22,0.74,8.32,6.88,0
396,30,Services,4,East,24.33,18.42,0.71,4.47,0.33,0.91,3.75,24,13.39,0,12,0.61,15.5,8.28,0
397,21,Trading,8,South,12.62,10.0,0.72,3.27,0.41,0.48,12.36,36,10.9,0,1,0.74,10.8,5.71,1
398,48,Services,2,South,47.6,14.88,0.74,3.0,0.4,2.48,13.31,36,15.09,0,0,0.81,12.57,12.32,0
399,33,Trading,3,West,51.33,10.53,0.81,3.77,0.44,0.46,19.07,36,16.63,1,3,0.6,9.37,2.92,1
400,47,Manufacturing,5,West,21.36,17.31,0.53,2.63,0.63,0.73,2.96,24,16.02,1,0,0.65,19.82,5.54,0
401,21,Manufacturing,3,North,22.74,11.05,0.74,5.04,0.37,0.99,2.0,24,10.32,0,5,0.43,6.32,9.71,0
402,29,Healthcare,2,West,85.27,16.53,0.65,0.81,0.37,1.88,6.22,24,11.44,0,3,0.83,7.59,3.95,0
403,35,Trading,10,South,72.26,22.01,0.32,4.47,0.81,1.77,9.09,24,13.56,0,0,0.97,14.23,4.14,1
404,35,Retail,9,West,104.92,27.28,0.62,5.49,0.52,0.53,11.22,12,11.39,0,0,0.67,11.84,1.26,1
405,30,Services,2,South,5.0,3.05,0.62,7.19,0.42,0.89,17.94,12,11.85,0,0,0.91,8.36,4.84,0
406,41,Trading,5,South,101.24,1.23,0.82,4.0,0.61,1.29,14.26,12,14.54,0,0,0.61,1.68,7.97,0
407,24,Healthcare,0,Central,26.38,6.38,0.89,0.19,0.54,0.75,4.53,24,13.32,0,1,0.83,8.94,16.57,1
408,33,Services,10,North,10.54,11.66,0.79,8.83,0.41,1.77,11.71,24,11.22,0,0,0.38,7.32,2.52,0
409,36,Construction,7,East,57.51,8.83,0.38,6.46,0.69,0.3,5.81,24,12.12,0,0,0.68,10.63,13.74,0
410,40,Healthcare,8,South,5.0,19.49,1.0,6.65,0.05,1.81,13.44,36,13.94,0,0,0.93,4.07,7.18,0
411,42,Trading,4,South,82.5,7.25,0.86,2.16,0.76,1.69,8.76,60,20.95,0,8,0.58,10.08,12.81,0
412,23,Retail,8,North,55.16,5.32,0.69,3.47,0.39,1.64,11.32,24,14.56,0,22,0.51,6.96,7.89,0
413,21,Construction,8,North,28.89,20.02,0.72,3.03,0.53,1.23,4.08,36,13.5,1,1,0.8,10.94,9.61,0
414,47,Healthcare,4,South,80.06,15.26,0.77,2.38,0.43,2.23,7.88,12,11.51,2,3,0.81,8.78,5.39,0
415,38,Trading,1,South,45.93,13.78,0.72,1.17,0.39,0.55,24.4,36,14.51,0,0,0.74,5.84,9.01,1
416,27,Manufacturing,6,South,51.06,5.32,0.83,4.94,0.07,0.57,15.03,36,14.46,0,1,0.77,14.81,1.15,1
417,50,Trading,4,South,68.82,18.43,0.92,5.79,0.72,2.6,7.11,36,16.54,0,13,0.66,7.5,2.45,0
418,36,Manufacturing,10,East,31.08,10.62,0.41,5.49,0.38,1.42,2.0,60,16.64,1,0,0.55,10.82,5.78,1
419,46,Manufacturing,5,North,18.34,12.81,0.65,1.68,0.68,1.99,11.49,36,12.83,2,22,0.74,11.59,4.3,1
420,35,Healthcare,5,West,46.09,14.04,0.76,1.71,0.72,0.96,8.01,36,17.3,2,0,0.71,5.38,10.81,1
421,55,Trading,7,South,9.45,20.32,0.51,4.66,0.88,1.1,5.85,48,16.0,2,8,0.59,3.83,6.78,1
422,52,Trading,5,East,37.09,14.66,1.0,5.0,0.39,2.45,14.93,24,14.27,0,12,0.79,9.74,11.36,0
423,32,Manufacturing,7,South,19.96,7.89,0.3,3.8,0.62,1.67,14.09,36,13.99,0,0,0.81,7.86,13.85,1
424,44,Services,3,North,40.64,11.96,0.6,2.1,0.54,1.75,2.0,36,17.81,0,8,0.62,6.42,1.0,1
425,41,Construction,1,South,23.09,16.07,0.8,5.41,0.63,1.32,18.86,48,19.99,0,4,1.0,12.22,15.05,0
426,48,Retail,2,North,39.77,22.19,1.0,5.73,0.33,1.01,14.14,48,16.78,0,1,0.73,10.19,8.44,1
